# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "GFF3" "-t" "gene" "-g" "locus_tag" "-a" "/home/sararomi/Opemidimeji_2/ref/genome_fixed.gff3" "-o" "/home/sararomi/Opemidimeji_2/results/counts/gene_counts.txt" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam" "/home/sararomi/Opemidimeji_2/results/mapping/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959676_GSM6435908_C-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959677_GSM6435907_C-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959678_GSM6435906_C-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959679_GSM6435905_C-PJI01_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959680_GSM6435904_A-PJI04_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959681_GSM6435903_A-PJI03_Staphylococcus_aureus_RNA-Seq.sorted.bam	/home/sararomi/Opemidimeji_2/results/mapping/SRR20959682_GSM6435902_A-PJI02_Staphylococcus_aureus_RNA-Seq.sorted.bam
SAUSA300_RS07460	NC_007793.1	1533712	1533828	-	117	0	0	0	0	0	0	0
SAUSA300_RS07465	NC_007793.1	1533859	1534518	-	660	0	0	0	0	0	0	0
SAUSA300_RS07470	NC_007793.1	1534595	1535563	+	969	0	0	0	0	0	0	0
SAUSA300_RS07475	NC_007793.1	1535678	1536664	-	987	0	0	0	0	0	0	0
SAUSA300_RS07480	NC_007793.1	1536825	1536941	-	117	0	0	0	0	0	0	0
SAUSA300_RS07485	NC_007793.1	1537066	1538526	-	1461	0	0	0	0	0	0	0
SAUSA300_RS07490	NC_007793.1	1538679	1540058	-	1380	0	0	0	0	0	0	0
SAUSA300_RS07495	NC_007793.1	1540048	1541001	-	954	0	0	0	0	0	0	0
SAUSA300_RS07500	NC_007793.1	1541109	1541357	+	249	0	0	0	0	0	0	0
SAUSA300_RS07505	NC_007793.1	1541463	1542008	-	546	0	0	0	0	0	0	0
SAUSA300_RS07510	NC_007793.1	1542287	1542406	-	120	0	0	0	0	0	0	0
SAUSA300_RS07515	NC_007793.1	1542605	1543519	-	915	0	0	0	0	0	0	0
SAUSA300_RS07525	NC_007793.1	1543733	1544671	-	939	0	0	0	0	0	0	0
SAUSA300_RS07530	NC_007793.1	1544728	1545645	-	918	0	0	0	0	0	0	0
SAUSA300_RS07535	NC_007793.1	1545736	1545921	-	186	0	0	0	0	0	0	0
SAUSA300_RS07540	NC_007793.1	1546170	1547153	-	984	0	0	0	0	0	0	0
SAUSA300_RS07545	NC_007793.1	1547149	1548087	-	939	0	0	0	0	0	0	0
SAUSA300_RS07550	NC_007793.1	1548477	1549931	-	1455	0	0	0	0	0	0	0
SAUSA300_RS07555	NC_007793.1	1549942	1550244	-	303	0	0	0	0	0	0	0
SAUSA300_RS07560	NC_007793.1	1550380	1550679	-	300	0	0	0	0	0	0	0
SAUSA300_RS07565	NC_007793.1	1550725	1550889	-	165	0	0	0	0	0	0	0
SAUSA300_RS07570	NC_007793.1	1550882	1551271	-	390	0	0	0	0	0	0	0
SAUSA300_RS07575	NC_007793.1	1551271	1552737	-	1467	0	0	0	0	0	0	0
SAUSA300_RS07580	NC_007793.1	1552737	1554647	-	1911	0	0	0	0	0	0	0
SAUSA300_RS07585	NC_007793.1	1554663	1554953	-	291	0	0	0	0	0	0	0
SAUSA300_RS07590	NC_007793.1	1554953	1556536	-	1584	0	0	0	0	0	0	0
SAUSA300_RS07595	NC_007793.1	1556545	1557369	-	825	0	0	0	0	0	0	0
SAUSA300_RS07600	NC_007793.1	1557369	1563569	-	6201	0	0	0	0	0	0	0
SAUSA300_RS07605	NC_007793.1	1563583	1563741	-	159	0	0	0	0	0	0	0
SAUSA300_RS07610	NC_007793.1	1563783	1564133	-	351	0	0	0	0	0	0	0
SAUSA300_RS07615	NC_007793.1	1564191	1564646	-	456	0	0	0	0	0	0	0
SAUSA300_RS07620	NC_007793.1	1564738	1565379	-	642	0	0	0	0	0	0	0
SAUSA300_RS07625	NC_007793.1	1565414	1565809	-	396	0	0	0	0	0	0	0
SAUSA300_RS07630	NC_007793.1	1565810	1566211	-	402	0	0	0	0	0	0	0
SAUSA300_RS07635	NC_007793.1	1566208	1566540	-	333	0	0	0	0	0	0	0
SAUSA300_RS07640	NC_007793.1	1566552	1566830	-	279	0	0	0	0	0	0	0
SAUSA300_RS07645	NC_007793.1	1566899	1568062	-	1164	0	0	0	0	0	0	0
SAUSA300_RS07650	NC_007793.1	1568074	1568847	-	774	0	0	0	0	0	0	0
SAUSA300_RS07655	NC_007793.1	1568831	1570069	-	1239	0	0	0	0	0	0	0
SAUSA300_RS07660	NC_007793.1	1570074	1571765	-	1692	0	0	0	0	0	0	0
SAUSA300_RS07665	NC_007793.1	1571755	1572060	-	306	0	0	0	0	0	0	0
SAUSA300_RS07670	NC_007793.1	1572187	1572501	-	315	0	0	0	0	0	0	0
SAUSA300_RS07675	NC_007793.1	1572658	1573095	-	438	0	0	0	0	0	0	0
SAUSA300_RS07680	NC_007793.1	1573108	1574475	-	1368	0	0	0	0	0	0	0
SAUSA300_RS07685	NC_007793.1	1574456	1574746	-	291	0	0	0	0	0	0	0
SAUSA300_RS07690	NC_007793.1	1574880	1574978	+	99	0	0	0	0	0	0	0
SAUSA300_RS07695	NC_007793.1	1575087	1577534	-	2448	0	0	0	0	0	0	0
SAUSA300_RS07700	NC_007793.1	1577822	1578022	-	201	0	0	0	0	0	0	0
SAUSA300_RS07705	NC_007793.1	1578090	1578242	-	153	0	0	0	0	0	0	0
SAUSA300_RS07710	NC_007793.1	1578239	1578625	-	387	0	0	0	0	0	0	0
SAUSA300_RS07715	NC_007793.1	1578618	1578854	-	237	0	0	0	0	0	0	0
SAUSA300_RS07720	NC_007793.1	1578847	1579050	-	204	0	0	0	0	0	0	0
SAUSA300_RS07725	NC_007793.1	1579047	1579253	-	207	0	0	0	0	0	0	0
SAUSA300_RS07730	NC_007793.1	1579290	1579826	-	537	0	0	0	0	0	0	0
SAUSA300_RS07735	NC_007793.1	1579819	1580067	-	249	0	0	0	0	0	0	0
SAUSA300_RS07740	NC_007793.1	1580082	1580324	-	243	0	0	0	0	0	0	0
SAUSA300_RS07745	NC_007793.1	1580339	1580539	-	201	0	0	0	0	0	0	0
SAUSA300_RS07750	NC_007793.1	1580542	1580799	-	258	0	0	0	0	0	0	0
SAUSA300_RS07755	NC_007793.1	1580799	1581200	-	402	0	0	0	0	0	0	0
SAUSA300_RS07760	NC_007793.1	1581200	1581385	-	186	0	0	0	0	0	0	0
SAUSA300_RS07765	NC_007793.1	1581398	1583350	-	1953	0	0	0	0	0	0	0
SAUSA300_RS07770	NC_007793.1	1583418	1583975	-	558	0	0	0	0	0	0	0
SAUSA300_RS07775	NC_007793.1	1584001	1585167	-	1167	0	0	0	0	0	0	0
SAUSA300_RS07780	NC_007793.1	1585164	1585526	-	363	0	0	0	0	0	0	0
SAUSA300_RS07785	NC_007793.1	1585540	1585800	-	261	0	0	0	0	0	0	0
SAUSA300_RS07790	NC_007793.1	1585805	1586107	-	303	0	0	0	0	0	0	0
SAUSA300_RS07795	NC_007793.1	1586100	1586417	-	318	0	0	0	0	0	0	0
SAUSA300_RS07800	NC_007793.1	1586510	1586644	-	135	0	0	0	0	0	0	0
SAUSA300_RS07805	NC_007793.1	1586683	1586946	-	264	0	0	0	0	0	0	0
SAUSA300_RS07810	NC_007793.1	1586971	1587186	-	216	0	0	0	0	0	0	0
SAUSA300_RS07815	NC_007793.1	1587233	1587472	+	240	0	0	0	0	0	0	0
SAUSA300_RS15875	NC_007793.1	1587469	1587645	-	177	0	0	0	0	0	0	0
SAUSA300_RS07820	NC_007793.1	1587729	1587920	-	192	0	0	0	0	0	0	0
SAUSA300_RS07825	NC_007793.1	1588081	1588410	+	330	0	0	0	0	0	0	0
SAUSA300_RS07830	NC_007793.1	1588423	1588884	+	462	0	0	0	0	0	0	0
SAUSA300_RS07835	NC_007793.1	1588902	1589336	+	435	0	0	0	0	0	0	0
SAUSA300_RS07840	NC_007793.1	1589365	1589760	+	396	0	0	0	0	0	0	0
SAUSA300_RS07845	NC_007793.1	1589850	1589996	+	147	0	0	0	0	0	0	0
SAUSA300_RS07850	NC_007793.1	1589993	1590607	-	615	0	0	0	0	0	0	0
SAUSA300_RS07855	NC_007793.1	1590733	1591938	+	1206	0	0	0	0	0	0	0
SAUSA300_RS07865	NC_007793.1	1594000	1594929	-	930	0	0	0	0	0	0	0
SAUSA300_RS07870	NC_007793.1	1595174	1596925	-	1752	0	0	0	0	0	0	0
SAUSA300_RS07875	NC_007793.1	1596906	1597631	-	726	0	0	0	0	0	0	0
SAUSA300_RS07880	NC_007793.1	1597764	1598501	-	738	0	0	0	0	0	0	0
SAUSA300_RS07885	NC_007793.1	1598494	1599036	-	543	0	0	0	0	0	0	0
SAUSA300_RS07890	NC_007793.1	1599029	1599760	-	732	0	0	0	0	0	0	0
SAUSA300_RS07895	NC_007793.1	1599852	1600358	+	507	0	0	0	0	0	0	0
SAUSA300_RS07900	NC_007793.1	1600436	1601323	-	888	0	0	0	0	0	0	0
SAUSA300_RS07905	NC_007793.1	1601372	1601821	-	450	0	0	0	0	0	0	0
SAUSA300_RS07910	NC_007793.1	1601926	1602468	-	543	0	0	0	0	0	0	0
SAUSA300_RS07915	NC_007793.1	1602550	1603458	+	909	0	0	0	0	0	0	0
SAUSA300_RS07920	NC_007793.1	1603674	1603922	-	249	0	0	0	0	0	0	0
SAUSA300_RS07925	NC_007793.1	1603938	1604693	-	756	0	0	0	0	0	0	0
SAUSA300_RS07930	NC_007793.1	1604835	1605650	+	816	0	0	0	0	0	0	0
SAUSA300_RS07935	NC_007793.1	1605755	1606675	-	921	0	0	0	0	0	0	0
SAUSA300_RS07940	NC_007793.1	1606988	1608472	+	1485	0	0	0	0	0	0	0
SAUSA300_RS07945	NC_007793.1	1608702	1609568	+	867	0	0	0	0	0	0	0
SAUSA300_RS07950	NC_007793.1	1609651	1611300	-	1650	0	0	0	0	0	0	0
SAUSA300_RS07955	NC_007793.1	1611316	1612335	-	1020	0	0	0	0	0	0	0
SAUSA300_RS07960	NC_007793.1	1612336	1612590	-	255	0	0	0	0	0	0	0
SAUSA300_RS07965	NC_007793.1	1612529	1612900	-	372	0	0	0	0	0	0	0
SAUSA300_RS07970	NC_007793.1	1613119	1614525	-	1407	0	0	0	0	0	0	0
SAUSA300_RS07975	NC_007793.1	1614593	1615726	-	1134	0	0	0	0	0	0	0
SAUSA300_RS07980	NC_007793.1	1615989	1616168	+	180	0	0	0	0	0	0	0
SAUSA300_RS07985	NC_007793.1	1616295	1617275	-	981	0	0	0	0	0	0	0
SAUSA300_RS07990	NC_007793.1	1617289	1617726	-	438	0	0	0	0	0	0	0
SAUSA300_RS07995	NC_007793.1	1618077	1619351	-	1275	0	0	0	0	0	0	0
SAUSA300_RS08000	NC_007793.1	1619364	1620347	-	984	0	0	0	0	0	0	0
SAUSA300_RS08005	NC_007793.1	1620347	1621339	-	993	0	0	0	0	0	0	0
SAUSA300_RS08010	NC_007793.1	1621355	1622776	-	1422	0	0	0	0	0	0	0
SAUSA300_RS08015	NC_007793.1	1622927	1624606	-	1680	0	0	0	0	0	0	0
SAUSA300_RS08020	NC_007793.1	1624622	1625074	-	453	0	0	0	0	0	0	0
SAUSA300_RS08025	NC_007793.1	1625506	1626387	-	882	0	0	0	0	0	0	0
SAUSA300_RS08030	NC_007793.1	1626365	1626595	-	231	0	0	0	0	0	0	0
SAUSA300_RS08035	NC_007793.1	1626588	1627925	-	1338	0	0	0	0	0	0	0
SAUSA300_RS08040	NC_007793.1	1627942	1628331	-	390	0	0	0	0	0	0	0
SAUSA300_RS08045	NC_007793.1	1628391	1628753	-	363	0	0	0	0	0	0	0
SAUSA300_RS08050	NC_007793.1	1628768	1630123	-	1356	0	0	0	0	0	0	0
SAUSA300_RS08055	NC_007793.1	1630123	1630587	-	465	0	0	0	0	0	0	0
SAUSA300_RS08060	NC_007793.1	1630942	1631478	-	537	0	0	0	0	0	0	0
SAUSA300_RS08065	NC_007793.1	1631459	1631962	-	504	0	0	0	0	0	0	0
SAUSA300_RS08070	NC_007793.1	1632071	1632427	-	357	0	0	0	0	0	0	0
SAUSA300_RS08075	NC_007793.1	1632483	1633073	-	591	0	0	0	0	0	0	0
SAUSA300_RS08080	NC_007793.1	1633080	1634126	-	1047	0	0	0	0	0	0	0
SAUSA300_RS08085	NC_007793.1	1634116	1635963	-	1848	0	0	0	0	0	0	0
SAUSA300_RS08090	NC_007793.1	1635968	1637326	-	1359	0	0	0	0	0	0	0
SAUSA300_RS08095	NC_007793.1	1637380	1639875	-	2496	0	0	0	0	0	0	0
SAUSA300_RS08100	NC_007793.1	1639910	1640293	-	384	0	0	0	0	0	0	0
SAUSA300_RS08105	NC_007793.1	1640305	1640565	-	261	0	0	0	0	0	0	0
SAUSA300_RS08110	NC_007793.1	1640570	1641625	-	1056	0	0	0	0	0	0	0
SAUSA300_RS08115	NC_007793.1	1641686	1642777	-	1092	0	0	0	0	0	0	0
SAUSA300_RS08120	NC_007793.1	1642952	1643254	-	303	0	0	0	0	0	0	0
SAUSA300_RS08125	NC_007793.1	1643268	1643588	-	321	0	0	0	0	0	0	0
SAUSA300_RS08130	NC_007793.1	1643739	1644023	-	285	0	0	0	0	0	0	0
SAUSA300_RS08135	NC_007793.1	1644418	1644975	-	558	0	0	0	0	0	0	0
SAUSA300_RS08140	NC_007793.1	1645001	1646062	-	1062	0	0	0	0	0	0	0
SAUSA300_RS08145	NC_007793.1	1646167	1646748	+	582	0	0	0	0	0	0	0
SAUSA300_RS08150	NC_007793.1	1646762	1646980	+	219	0	0	0	0	0	0	0
SAUSA300_RS08155	NC_007793.1	1647044	1647874	-	831	0	0	0	0	0	0	0
SAUSA300_RS08160	NC_007793.1	1648032	1648418	+	387	0	0	0	0	0	0	0
SAUSA300_RS08165	NC_007793.1	1648783	1650255	-	1473	0	0	0	0	0	0	0
SAUSA300_RS08170	NC_007793.1	1650248	1651594	-	1347	0	0	0	0	0	0	0
SAUSA300_RS08175	NC_007793.1	1651614	1652705	-	1092	0	0	0	0	0	0	0
SAUSA300_RS08180	NC_007793.1	1652864	1653388	-	525	0	0	0	0	0	0	0
SAUSA300_RS08185	NC_007793.1	1653378	1653524	-	147	0	0	0	0	0	0	0
SAUSA300_RS08190	NC_007793.1	1653621	1654118	-	498	0	0	0	0	0	0	0
SAUSA300_RS08195	NC_007793.1	1654036	1654335	-	300	0	0	0	0	0	0	0
SAUSA300_RS08200	NC_007793.1	1654322	1654768	-	447	0	0	0	0	0	0	0
SAUSA300_RS08205	NC_007793.1	1654746	1655057	-	312	0	0	0	0	0	0	0
SAUSA300_RS08210	NC_007793.1	1655071	1656141	-	1071	0	0	0	0	0	0	0
SAUSA300_RS08215	NC_007793.1	1656113	1657087	-	975	0	0	0	0	0	0	0
SAUSA300_RS08220	NC_007793.1	1657139	1657762	-	624	0	0	0	0	0	0	0
SAUSA300_RS08225	NC_007793.1	1657759	1658088	-	330	0	0	0	0	0	0	0
SAUSA300_RS08230	NC_007793.1	1658088	1659074	-	987	0	0	0	0	0	0	0
SAUSA300_RS08235	NC_007793.1	1659071	1659274	-	204	0	0	0	0	0	0	0
SAUSA300_RS08240	NC_007793.1	1659255	1660718	-	1464	0	0	0	0	0	0	0
SAUSA300_RS08245	NC_007793.1	1660730	1661269	-	540	0	0	0	0	0	0	0
SAUSA300_RS08250	NC_007793.1	1661478	1661627	-	150	0	0	0	0	0	0	0
SAUSA300_RS08255	NC_007793.1	1661740	1663815	-	2076	0	0	0	0	0	0	0
SAUSA300_RS08260	NC_007793.1	1663936	1664535	-	600	0	0	0	0	0	0	0
SAUSA300_RS08265	NC_007793.1	1664812	1665222	-	411	0	0	0	0	0	0	0
SAUSA300_RS08270	NC_007793.1	1665209	1666072	-	864	0	0	0	0	0	0	0
SAUSA300_RS08275	NC_007793.1	1666114	1666899	-	786	0	0	0	0	0	0	0
SAUSA300_RS08280	NC_007793.1	1667025	1667915	-	891	0	0	0	0	0	0	0
SAUSA300_RS08285	NC_007793.1	1667925	1669271	-	1347	0	0	0	0	0	0	0
SAUSA300_RS08290	NC_007793.1	1669385	1670485	-	1101	0	0	0	0	0	0	0
SAUSA300_RS08295	NC_007793.1	1670488	1671165	-	678	0	0	0	0	0	0	0
SAUSA300_RS08300	NC_007793.1	1671296	1672402	-	1107	0	0	0	0	0	0	0
SAUSA300_RS08305	NC_007793.1	1672626	1674425	-	1800	0	0	0	0	0	0	0
SAUSA300_RS08310	NC_007793.1	1674486	1675304	-	819	0	0	0	0	0	0	0
SAUSA300_RS08315	NC_007793.1	1675315	1675938	-	624	0	0	0	0	0	0	0
SAUSA300_RS08320	NC_007793.1	1676273	1677664	+	1392	0	0	0	0	0	0	0
SAUSA300_RS08325	NC_007793.1	1677814	1678560	-	747	0	0	0	0	0	0	0
SAUSA300_RS08330	NC_007793.1	1678588	1679487	-	900	0	0	0	0	0	0	0
SAUSA300_RS08335	NC_007793.1	1679488	1679892	-	405	0	0	0	0	0	0	0
SAUSA300_RS08340	NC_007793.1	1679903	1680247	-	345	0	0	0	0	0	0	0
SAUSA300_RS08345	NC_007793.1	1680250	1680717	-	468	0	0	0	0	0	0	0
SAUSA300_RS08350	NC_007793.1	1680718	1681665	-	948	0	0	0	0	0	0	0
SAUSA300_RS08355	NC_007793.1	1681969	1682667	-	699	0	0	0	0	0	0	0
SAUSA300_RS08360	NC_007793.1	1682684	1683673	-	990	0	0	0	0	0	0	0
SAUSA300_RS08365	NC_007793.1	1683691	1684374	-	684	0	0	0	0	0	0	0
SAUSA300_RS08370	NC_007793.1	1684618	1684794	-	177	0	0	0	0	0	0	0
SAUSA300_RS08375	NC_007793.1	1685087	1686433	-	1347	0	0	0	0	0	0	0
SAUSA300_RS08380	NC_007793.1	1686440	1687192	-	753	0	0	0	0	0	0	0
SAUSA300_RS08385	NC_007793.1	1687194	1688132	-	939	0	0	0	0	0	0	0
SAUSA300_RS08390	NC_007793.1	1688136	1689275	-	1140	0	0	0	0	0	0	0
SAUSA300_RS08395	NC_007793.1	1689411	1691243	-	1833	0	0	0	0	0	0	0
SAUSA300_RS08400	NC_007793.1	1691312	1691938	-	627	0	0	0	0	0	0	0
SAUSA300_RS08405	NC_007793.1	1691970	1692947	-	978	0	0	0	0	0	0	0
SAUSA300_RS08410	NC_007793.1	1693047	1694171	-	1125	0	0	0	0	0	0	0
SAUSA300_RS08420	NC_007793.1	1694734	1696557	-	1824	0	0	0	0	0	0	0
SAUSA300_RS08425	NC_007793.1	1696903	1697154	+	252	0	0	0	0	0	0	0
SAUSA300_RS08430	NC_007793.1	1697199	1698173	-	975	0	0	0	0	0	0	0
SAUSA300_RS08435	NC_007793.1	1698230	1700431	-	2202	0	0	0	0	0	0	0
SAUSA300_RS08440	NC_007793.1	1700436	1700897	-	462	0	0	0	0	0	0	0
SAUSA300_RS08445	NC_007793.1	1700989	1701675	-	687	0	0	0	0	0	0	0
SAUSA300_RS08450	NC_007793.1	1701715	1702431	-	717	0	0	0	0	0	0	0
SAUSA300_RS08455	NC_007793.1	1702434	1702787	-	354	0	0	0	0	0	0	0
SAUSA300_RS08460	NC_007793.1	1702788	1703372	-	585	0	0	0	0	0	0	0
SAUSA300_RS08465	NC_007793.1	1703362	1703931	-	570	0	0	0	0	0	0	0
SAUSA300_RS08470	NC_007793.1	1703934	1704224	-	291	0	0	0	0	0	0	0
SAUSA300_RS08475	NC_007793.1	1704228	1705034	-	807	0	0	0	0	0	0	0
SAUSA300_RS08480	NC_007793.1	1705048	1706148	-	1101	0	0	0	0	0	0	0
SAUSA300_RS08485	NC_007793.1	1706149	1706676	-	528	0	0	0	0	0	0	0
SAUSA300_RS08490	NC_007793.1	1706696	1707382	-	687	0	0	0	0	0	0	0
SAUSA300_RS08500	NC_007793.1	1707696	1707965	+	270	0	0	0	0	0	0	0
SAUSA300_RS08505	NC_007793.1	1708167	1708919	-	753	0	0	0	0	0	0	0
SAUSA300_RS08510	NC_007793.1	1709333	1710553	-	1221	0	0	0	0	0	0	0
SAUSA300_RS08515	NC_007793.1	1710842	1712071	-	1230	0	0	0	0	0	0	0
SAUSA300_RS08520	NC_007793.1	1712084	1712836	-	753	0	0	0	0	0	0	0
SAUSA300_RS08525	NC_007793.1	1712836	1714197	-	1362	0	0	0	0	0	0	0
SAUSA300_RS08530	NC_007793.1	1714211	1714660	-	450	0	0	0	0	0	0	0
SAUSA300_RS08535	NC_007793.1	1714662	1715672	-	1011	0	0	0	0	0	0	0
SAUSA300_RS08540	NC_007793.1	1715662	1716396	-	735	0	0	0	0	0	0	0
SAUSA300_RS08545	NC_007793.1	1716722	1717198	-	477	0	0	0	0	0	0	0
SAUSA300_RS08550	NC_007793.1	1717226	1717849	-	624	0	0	0	0	0	0	0
SAUSA300_RS08555	NC_007793.1	1717849	1719117	-	1269	0	0	0	0	0	0	0
SAUSA300_RS08560	NC_007793.1	1719129	1720052	-	924	0	0	0	0	0	0	0
SAUSA300_RS08565	NC_007793.1	1720055	1720693	-	639	0	0	0	0	0	0	0
SAUSA300_RS08570	NC_007793.1	1720978	1721286	-	309	0	0	0	0	0	0	0
SAUSA300_RS08575	NC_007793.1	1721301	1721729	-	429	0	0	0	0	0	0	0
SAUSA300_RS08580	NC_007793.1	1721733	1721993	-	261	0	0	0	0	0	0	0
SAUSA300_RS08585	NC_007793.1	1722056	1724686	-	2631	0	0	0	0	0	0	0
SAUSA300_RS08590	NC_007793.1	1725029	1727506	-	2478	0	0	0	0	0	0	0
SAUSA300_RS08595	NC_007793.1	1727508	1728176	-	669	0	0	0	0	0	0	0
SAUSA300_RS08600	NC_007793.1	1728638	1729756	-	1119	0	0	0	0	0	0	0
SAUSA300_RS08605	NC_007793.1	1729757	1730899	-	1143	0	0	0	0	0	0	0
SAUSA300_RS08610	NC_007793.1	1731211	1732224	+	1014	0	0	0	0	0	0	0
SAUSA300_RS08615	NC_007793.1	1732461	1732607	-	147	0	0	0	0	0	0	0
SAUSA300_RS08620	NC_007793.1	1732647	1732829	-	183	0	0	0	0	0	0	0
SAUSA300_RS08625	NC_007793.1	1732929	1733351	-	423	0	0	0	0	0	0	0
SAUSA300_RS08630	NC_007793.1	1733436	1734710	+	1275	0	0	0	0	0	0	0
SAUSA300_RS08635	NC_007793.1	1734871	1735644	-	774	0	0	0	0	0	0	0
SAUSA300_RS08640	NC_007793.1	1735644	1735772	-	129	0	0	0	0	0	0	0
SAUSA300_RS15370	NC_007793.1	1735837	1736027	-	191	0	0	0	0	0	0	0
SAUSA300_RS08645	NC_007793.1	1736105	1737871	-	1767	0	0	0	0	0	0	0
SAUSA300_RS08650	NC_007793.1	1737887	1739149	-	1263	0	0	0	0	0	0	0
SAUSA300_RS08655	NC_007793.1	1739610	1740485	-	876	0	0	0	0	0	0	0
SAUSA300_RS08660	NC_007793.1	1740482	1740934	-	453	0	0	0	0	0	0	0
SAUSA300_RS08665	NC_007793.1	1740946	1743135	-	2190	0	0	0	0	0	0	0
SAUSA300_RS08670	NC_007793.1	1743563	1744081	-	519	0	0	0	0	0	0	0
SAUSA300_RS08675	NC_007793.1	1744103	1746376	-	2274	0	0	0	0	0	0	0
SAUSA300_RS08680	NC_007793.1	1746579	1748858	-	2280	0	0	0	0	0	0	0
SAUSA300_RS08685	NC_007793.1	1749133	1749393	-	261	0	0	0	0	0	0	0
SAUSA300_RS08690	NC_007793.1	1749412	1750551	-	1140	0	0	0	0	0	0	0
SAUSA300_RS08695	NC_007793.1	1750574	1751599	-	1026	0	0	0	0	0	0	0
SAUSA300_RS08700	NC_007793.1	1751601	1752605	-	1005	0	0	0	0	0	0	0
SAUSA300_RS08705	NC_007793.1	1752637	1753239	-	603	0	0	0	0	0	0	0
SAUSA300_RS08710	NC_007793.1	1753253	1753708	-	456	0	0	0	0	0	0	0
SAUSA300_RS08715	NC_007793.1	1753721	1755013	-	1293	0	0	0	0	0	0	0
SAUSA300_RS08720	NC_007793.1	1755368	1755652	-	285	0	0	0	0	0	0	0
SAUSA300_RS08725	NC_007793.1	1755664	1755984	-	321	0	0	0	0	0	0	0
SAUSA300_RS08730	NC_007793.1	1755990	1756298	-	309	0	0	0	0	0	0	0
SAUSA300_RS08735	NC_007793.1	1756465	1756995	-	531	0	0	0	0	0	0	0
SAUSA300_RS08740	NC_007793.1	1756995	1757837	-	843	0	0	0	0	0	0	0
SAUSA300_RS08745	NC_007793.1	1758037	1758156	-	120	0	0	0	0	0	0	0
SAUSA300_RS08750	NC_007793.1	1758230	1758703	-	474	0	0	0	0	0	0	0
SAUSA300_RS15375	NC_007793.1	1758863	1759060	+	198	0	0	0	0	0	0	0
SAUSA300_RS08755	NC_007793.1	1759177	1759461	-	285	0	0	0	0	0	0	0
SAUSA300_RS08760	NC_007793.1	1759529	1760215	-	687	0	0	0	0	0	0	0
SAUSA300_RS08765	NC_007793.1	1760212	1760919	-	708	0	0	0	0	0	0	0
SAUSA300_RS08775	NC_007793.1	1761189	1762460	-	1272	0	0	0	0	0	0	0
SAUSA300_RS08780	NC_007793.1	1762473	1765103	-	2631	0	0	0	0	0	0	0
SAUSA300_RS08785	NC_007793.1	1765506	1766066	+	561	0	0	0	0	0	0	0
SAUSA300_RS08790	NC_007793.1	1766289	1767362	-	1074	0	0	0	0	0	0	0
SAUSA300_RS08795	NC_007793.1	1767396	1767497	-	102	0	0	0	0	0	0	0
SAUSA300_RS08800	NC_007793.1	1767558	1768844	-	1287	0	0	0	0	0	0	0
SAUSA300_RS08805	NC_007793.1	1768892	1769866	-	975	0	0	0	0	0	0	0
SAUSA300_RS08810	NC_007793.1	1769869	1770537	-	669	0	0	0	0	0	0	0
SAUSA300_RS08815	NC_007793.1	1770559	1771485	-	927	0	0	0	0	0	0	0
SAUSA300_RS08820	NC_007793.1	1771527	1772342	-	816	0	0	0	0	0	0	0
SAUSA300_RS08825	NC_007793.1	1772364	1773710	-	1347	0	0	0	0	0	0	0
SAUSA300_RS08830	NC_007793.1	1773927	1774517	-	591	0	0	0	0	0	0	0
SAUSA300_RS08835	NC_007793.1	1774671	1775933	-	1263	0	0	0	0	0	0	0
SAUSA300_RS08840	NC_007793.1	1776084	1777385	-	1302	0	0	0	0	0	0	0
SAUSA300_RS08845	NC_007793.1	1777433	1777543	-	111	0	0	0	0	0	0	0
